price,Mileage,Location,Year,Brand,Model,Brand_Encoded,Model_Encoded,Loc_Anuradhapura,Loc_Colombo,Loc_Galle,Loc_Gampaha,Loc_Jaffna,Loc_Kalutara,Loc_Kandy,Loc_Kegalle,Loc_Kurunegala,Loc_Other,Loc_Trincomalee,Price_Normalized,Mileage_Normalized
1250000.0,54000.0,8,2020,10,270,10,270,False,False,False,False,True,False,False,False,False,False,False,0.0020597970430817,0.0602968025420199
9300000.0,0.0,6,2025,61,142,61,142,False,False,False,True,False,False,False,False,False,False,False,0.0155897652684344,0.0
17900000.0,60000.0,4,2023,25,359,25,359,False,True,False,False,False,False,False,False,False,False,False,0.0300441412607367,0.0669964472689111
240000.0,820538.0,21,2004,10,84,10,84,False,False,False,False,False,False,False,False,False,True,False,0.0003622482346834,0.9162188474856297
7850000.0,11000.0,6,2023,25,239,25,239,False,False,False,True,False,False,False,False,False,False,False,0.0131526902464765,0.0122826819993003
6675000.0,0.0,6,2025,16,233,16,233,False,False,False,True,False,False,False,False,False,False,False,0.0111778191079933,0.0
11500000.0,218000.0,6,2019,27,2,27,2,False,False,False,True,False,False,False,False,False,False,False,0.0192873963362327,0.2434204250770436
7020000.0,7000.0,4,2024,61,366,61,366,False,True,False,False,False,False,False,False,False,False,False,0.0117576748890799,0.0078162521813729
18900000.0,12000.0,4,2024,25,359,25,359,False,True,False,False,False,False,False,False,False,False,False,0.0317248826551905,0.0133992894537822
35750000.0,147500.0,6,2015,65,208,65,208,False,False,False,True,False,False,False,False,False,False,False,0.0600453751517363,0.1646995995360731
26450000.0,142500.0,6,2016,45,235,45,235,False,False,False,True,False,False,False,False,False,False,False,0.0444144801833164,0.1591165622636638
190000.0,46000.0,13,2020,10,270,10,270,False,False,False,False,False,False,False,False,True,False,False,0.0002782111649607,0.0513639429061651
3975000.0,60000.0,4,2017,43,164,43,164,False,True,False,False,False,False,False,False,False,False,False,0.0066398173429682,0.0669964472689111
8990000.0,0.0,4,2024,48,293,48,293,False,True,False,False,False,False,False,False,False,False,False,0.0150687354361538,0.0
545000.0,61230.0,6,2018,25,125,25,125,False,False,False,True,False,False,False,False,False,False,False,0.0008748743599918,0.0683698744379237
395000.0,5590.0,6,2025,10,270,10,270,False,False,False,True,False,False,False,False,False,False,False,0.0006227631508237,0.0062418356705535
18950000.0,12000.0,4,2024,25,359,25,359,False,True,False,False,False,False,False,False,False,False,False,0.0318089197249132,0.0133992894537822
6300000.0,28000.0,6,2017,61,195,61,195,False,False,False,True,False,False,False,False,False,False,False,0.0105475410850732,0.0312650087254918
514000.0,0.0,6,2026,10,270,10,270,False,False,False,True,False,False,False,False,False,False,False,0.0008227713767637,0.0
18850000.0,6000.0,6,2025,25,359,25,359,False,False,False,True,False,False,False,False,False,False,False,0.0316408455854678,0.0066996447268911
15000000.0,75000.0,6,2019,50,19,50,19,False,False,False,True,False,False,False,False,False,False,False,0.0251699912168208,0.0837455590861388
35000000.0,9000.0,6,2024,42,67,42,67,False,False,False,True,False,False,False,False,False,False,False,0.058784819105896,0.0100494670903366
5290000.0,115000.0,6,2017,61,94,61,94,False,False,False,True,False,False,False,False,False,False,False,0.0088499922766749,0.1284098572654129
61970000.0,37.0,4,2025,65,357,65,357,False,True,False,False,False,False,False,False,False,False,False,0.1041144145143138,4.131447581582851e-05
14250000.0,55000.0,6,2020,45,137,45,137,False,False,False,True,False,False,False,False,False,False,False,0.0239094351709805,0.0614134099965018
279145.0,0.0,6,2026,10,270,10,270,False,False,False,True,False,False,False,False,False,False,False,0.0004280408565693,0.0
279135.0,0.0,4,2026,10,270,10,270,False,True,False,False,False,False,False,False,False,False,False,0.0004280240491553,0.0
23700000.0,9000.0,4,2024,65,183,65,183,False,True,False,False,False,False,False,False,False,False,False,0.0397924413485685,0.0100494670903366
510000.0,100.0,8,2014,10,270,10,270,False,False,False,False,True,False,False,False,False,False,False,0.0008160484111859,0.0001116607454481
98900000.0,77.0,4,2025,65,208,65,208,False,True,False,False,False,False,False,False,False,False,False,0.1661841942114911,8.597877399510257e-05
12950000.0,154300.0,6,2016,65,269,65,269,False,False,False,True,False,False,False,False,False,False,False,0.0217244713581906,0.1722925302265497
416500.0,0.0,4,2026,10,270,10,270,False,True,False,False,False,False,False,False,False,False,False,0.0006588990908045,0.0
199000.0,0.0,4,2026,62,249,62,249,False,True,False,False,False,False,False,False,False,False,False,0.0002933378375108,0.0
130000.0,145000.0,13,1996,25,79,25,79,False,False,False,False,False,False,False,False,True,False,False,0.0001773666812935,0.1619080808998685
4460000.0,15000.0,24,2017,25,76,25,76,False,False,False,False,False,False,False,False,False,True,False,0.0074549769192782,0.0167491118172277
6090000.0,86436.0,4,2018,61,366,61,366,False,True,False,False,False,False,False,False,False,False,False,0.0101945853922379,0.0965150819355933
18590000.0,5.0,4,2026,25,359,25,359,False,True,False,False,False,False,False,False,False,False,False,0.0312038528229098,5.583037272409258e-06
10000000.0,148532.0,6,2011,65,183,65,183,False,False,False,True,False,False,False,False,False,False,False,0.0167662842445521,0.1658519384290983
6990000.0,93732.0,4,2017,61,366,61,366,False,True,False,False,False,False,False,False,False,False,False,0.0117072526472463,0.1046618499234929
7290000.0,27193.0,4,2018,61,366,61,366,False,True,False,False,False,False,False,False,False,False,False,0.0122114750655824,0.0303639065097249
460000.0,55000.0,12,2014,23,185,23,185,False,False,False,False,False,False,False,False,False,True,False,0.0007320113414632,0.0614134099965018
7745000.0,7238.0,4,2023,48,122,48,122,False,True,False,False,False,False,False,False,False,False,False,0.0129762124000588,0.0080820047555396
17500000.0,48536.0,4,2019,65,266,65,266,False,True,False,False,False,False,False,False,False,False,False,0.0293718447029552,0.0541956594107311
8575000.0,125015.0,4,2011,26,305,26,305,False,True,False,False,False,False,False,False,False,False,False,0.0143712277574555,0.1395926809220486
9000000.0,136000.0,6,2011,65,46,65,46,False,False,False,True,False,False,False,False,False,False,False,0.0150855428500983,0.1518586138095318
47000000.0,112000.0,6,2015,42,67,42,67,False,False,False,True,False,False,False,False,False,False,False,0.0789537158393411,0.1250600349019673
5950000.0,234806.0,4,2010,48,344,48,344,False,True,False,False,False,False,False,False,False,False,False,0.0099592815970143,0.2621861299570656
5475000.0,58830.0,4,2017,16,233,16,233,False,True,False,False,False,False,False,False,False,False,False,0.0091609294346488,0.0656900165471673
8990000.0,193356.0,4,2013,33,316,33,316,False,True,False,False,False,False,False,False,False,False,False,0.0150687354361538,0.2159027509687929
509975.0,0.0,4,2026,10,270,10,270,False,True,False,False,False,False,False,False,False,False,False,0.000816006392651,0.0
6450000.0,122500.0,6,2017,61,366,61,366,False,False,False,True,False,False,False,False,False,False,False,0.0107996522942412,0.1367844131740268
